Graph type;Number of nodes;Edge chance;Opinions affected by Cascade;Opinions Changed by Cascade;Exploration Mode
random;1000;0.7000000000000001;995;309;random
random;1000;0.7000000000000001;997;327;random
random;1000;0.7000000000000001;996;335;random
random;1000;0.7000000000000001;997;330;random
random;1000;0.7000000000000001;998;332;random
random;1000;0.7000000000000001;996;317;random
random;1000;0.7000000000000001;998;316;random
random;1000;0.7000000000000001;997;338;random
random;1000;0.7000000000000001;997;301;random
random;1000;0.7000000000000001;997;368;random
random;1000;0.7000000000000001;996;336;random
random;1000;0.7000000000000001;996;662;random
random;1000;0.7000000000000001;997;321;random
random;1000;0.7000000000000001;998;652;random
random;1000;0.7000000000000001;997;342;random
random;1000;0.7000000000000001;995;654;random
random;1000;0.7000000000000001;997;336;random
random;1000;0.7000000000000001;997;672;random
random;1000;0.7000000000000001;995;672;random
random;1000;0.7000000000000001;997;355;random
random;1000;0.7000000000000001;998;341;random
random;1000;0.7000000000000001;996;319;random
random;1000;0.7000000000000001;996;675;random
random;1000;0.7000000000000001;996;653;random
random;1000;0.7000000000000001;996;331;random
random;1000;0.7000000000000001;997;342;random
random;1000;0.7000000000000001;997;308;random
random;1000;0.7000000000000001;997;364;random
random;1000;0.7000000000000001;997;336;random
random;1000;0.7000000000000001;996;357;random
random;1000;0.7000000000000001;998;338;random
random;1000;0.7000000000000001;995;310;random
random;1000;0.7000000000000001;996;329;random
random;1000;0.7000000000000001;998;335;random
random;1000;0.7000000000000001;996;313;random
random;1000;0.7000000000000001;996;326;random
random;1000;0.7000000000000001;997;321;random
random;1000;0.7000000000000001;998;309;random
random;1000;0.7000000000000001;996;336;random
random;1000;0.7000000000000001;996;339;random
random;1000;0.8;997;336;bfs
random;1000;0.8;997;344;bfs
random;1000;0.8;997;322;bfs
random;1000;0.8;995;675;bfs
random;1000;0.8;998;360;bfs
random;1000;0.8;998;663;bfs
random;1000;0.8;998;334;bfs
random;1000;0.8;997;331;bfs
random;1000;0.8;997;685;bfs
random;1000;0.8;998;320;bfs
random;1000;0.8;998;345;bfs
random;1000;0.8;998;352;bfs
random;1000;0.8;997;330;bfs
random;1000;0.8;997;333;bfs
random;1000;0.8;997;343;bfs
random;1000;0.8;997;665;bfs
random;1000;0.8;998;323;bfs
random;1000;0.8;998;672;bfs
random;1000;0.8;998;322;bfs
random;1000;0.8;998;335;bfs
random;1000;0.8;998;356;bfs
random;1000;0.8;997;326;bfs
random;1000;0.8;998;336;bfs
random;1000;0.8;998;346;bfs
random;1000;0.8;997;329;bfs
random;1000;0.8;998;341;bfs
random;1000;0.8;997;351;bfs
random;1000;0.8;997;342;bfs
random;1000;0.8;997;654;bfs
random;1000;0.8;998;317;bfs
random;1000;0.8;997;664;bfs
random;1000;0.8;997;329;bfs
random;1000;0.8;998;353;bfs
random;1000;0.8;998;649;bfs
random;1000;0.8;998;310;bfs
random;1000;0.8;997;361;bfs
random;1000;0.8;997;663;bfs
random;1000;0.8;997;324;bfs
random;1000;0.8;997;319;bfs
random;1000;0.8;997;341;bfs
random;1000;0.8;997;336;bfs
random;1000;0.8;998;299;bfs
random;1000;0.8;998;322;bfs
random;1000;0.8;998;337;bfs
random;1000;0.8;997;666;bfs
random;1000;0.8;997;313;bfs
random;1000;0.8;998;312;bfs
random;1000;0.8;998;317;bfs
random;1000;0.8;997;654;bfs
random;1000;0.8;997;321;bfs
random;1000;0.8;997;336;bfs
random;1000;0.8;997;323;bfs
random;1000;0.8;997;329;bfs
random;1000;0.8;998;339;bfs
random;1000;0.8;998;313;bfs
random;1000;0.8;998;322;bfs
random;1000;0.8;997;366;bfs
random;1000;0.8;998;324;bfs
random;1000;0.8;997;349;bfs
random;1000;0.8;997;368;bfs
random;1000;0.8;997;660;random
random;1000;0.8;996;660;random
random;1000;0.8;997;343;random
random;1000;0.8;998;331;random
random;1000;0.8;998;681;random
random;1000;0.8;997;306;random
random;1000;0.8;996;335;random
random;1000;0.8;996;315;random
random;1000;0.8;997;346;random
random;1000;0.8;998;318;random
random;1000;0.8;998;343;random
random;1000;0.8;997;321;random
random;1000;0.8;997;321;random
random;1000;0.8;996;632;random
random;1000;0.8;996;327;random
random;1000;0.8;995;642;random
random;1000;0.8;998;326;random
random;1000;0.8;997;324;random
random;1000;0.8;997;361;random
random;1000;0.8;996;349;random
random;1000;0.8;996;307;random
random;1000;0.8;998;652;random
random;1000;0.8;998;353;random
random;1000;0.8;996;321;random
random;1000;0.8;998;342;random
random;1000;0.8;996;311;random
random;1000;0.8;997;327;random
random;1000;0.8;998;325;random
random;1000;0.8;996;306;random
random;1000;0.8;996;352;random
random;1000;0.8;998;327;random
random;1000;0.8;998;343;random
random;1000;0.8;996;340;random
random;1000;0.8;998;670;random
random;1000;0.8;998;342;random
random;1000;0.8;997;322;random
random;1000;0.8;996;341;random
random;1000;0.8;998;656;random
random;1000;0.8;997;312;random
random;1000;0.8;996;324;random
random;1000;0.8;996;352;random
random;1000;0.8;996;329;random
random;1000;0.8;997;327;random
random;1000;0.8;997;324;random
random;1000;0.8;997;670;random
random;1000;0.8;997;337;random
random;1000;0.8;997;350;random
random;1000;0.8;996;645;random
random;1000;0.8;997;352;random
random;1000;0.8;998;333;random
random;1000;0.8;997;659;random
random;1000;0.8;997;313;random
random;1000;0.8;996;667;random
random;1000;0.8;998;343;random
random;1000;0.8;997;316;random
random;1000;0.8;997;345;random
random;1000;0.8;998;333;random
random;1000;0.8;998;309;random
random;1000;0.8;997;673;random
random;1000;0.8;995;332;random
random;1000;0.9;997;333;bfs
random;1000;0.9;998;302;bfs
random;1000;0.9;998;322;bfs
random;1000;0.9;997;660;bfs
random;1000;0.9;998;323;bfs
random;1000;0.9;997;674;bfs
random;1000;0.9;998;648;bfs
random;1000;0.9;998;315;bfs
random;1000;0.9;998;677;bfs
random;1000;0.9;998;670;bfs
random;1000;0.9;997;345;bfs
random;1000;0.9;997;343;bfs
random;1000;0.9;998;350;bfs
random;1000;0.9;998;305;bfs
random;1000;0.9;997;308;bfs
random;1000;0.9;998;332;bfs
random;1000;0.9;997;312;bfs
random;1000;0.9;998;346;bfs
random;1000;0.9;998;645;bfs
random;1000;0.9;998;344;bfs
random;1000;0.9;997;339;bfs
random;1000;0.9;998;350;bfs
random;1000;0.9;997;357;bfs
random;1000;0.9;998;316;bfs
random;1000;0.9;997;315;bfs
random;1000;0.9;997;348;bfs
random;1000;0.9;998;332;bfs
random;1000;0.9;997;348;bfs
random;1000;0.9;998;329;bfs
random;1000;0.9;998;324;bfs
random;1000;0.9;998;343;bfs
random;1000;0.9;996;324;bfs
random;1000;0.9;997;317;bfs
random;1000;0.9;997;342;bfs
random;1000;0.9;998;318;bfs
random;1000;0.9;998;327;bfs
random;1000;0.9;997;328;bfs
random;1000;0.9;998;344;bfs
random;1000;0.9;997;326;bfs
random;1000;0.9;998;340;bfs
random;1000;0.9;998;688;bfs
random;1000;0.9;998;679;bfs
random;1000;0.9;997;294;bfs
random;1000;0.9;998;304;bfs
random;1000;0.9;997;647;bfs
random;1000;0.9;997;359;bfs
random;1000;0.9;998;332;bfs
random;1000;0.9;998;334;bfs
random;1000;0.9;998;343;bfs
random;1000;0.9;997;345;bfs
random;1000;0.9;997;351;bfs
random;1000;0.9;996;329;bfs
random;1000;0.9;998;321;bfs
random;1000;0.9;997;640;bfs
random;1000;0.9;998;338;bfs
random;1000;0.9;997;358;bfs
random;1000;0.9;996;621;bfs
random;1000;0.9;997;675;bfs
random;1000;0.9;998;333;bfs
random;1000;0.9;997;341;bfs
random;1000;0.9;996;341;random
random;1000;0.9;997;319;random
random;1000;0.9;997;658;random
random;1000;0.9;997;358;random
random;1000;0.9;998;335;random
random;1000;0.9;997;325;random
random;1000;0.9;997;344;random
random;1000;0.9;997;311;random
random;1000;0.9;997;353;random
random;1000;0.9;997;678;random
random;1000;0.9;996;326;random
random;1000;0.9;998;319;random
random;1000;0.9;998;334;random
random;1000;0.9;996;324;random
random;1000;0.9;996;320;random
random;1000;0.9;998;324;random
random;1000;0.9;997;325;random
random;1000;0.9;997;346;random
random;1000;0.9;998;341;random
random;1000;0.9;996;344;random
random;1000;0.9;998;327;random
random;1000;0.9;996;335;random
random;1000;0.9;998;342;random
random;1000;0.9;997;660;random
random;1000;0.9;997;307;random
random;1000;0.9;997;332;random
random;1000;0.9;996;326;random
random;1000;0.9;997;364;random
random;1000;0.9;997;345;random
random;1000;0.9;997;325;random
random;1000;0.9;997;332;random
random;1000;0.9;998;321;random
random;1000;0.9;998;315;random
random;1000;0.9;998;347;random
random;1000;0.9;996;316;random
random;1000;0.9;998;348;random
random;1000;0.9;998;319;random
random;1000;0.9;996;654;random
random;1000;0.9;997;338;random
random;1000;0.9;997;354;random
random;1000;0.9;998;359;random
random;1000;0.9;997;659;random
random;1000;0.9;996;656;random
random;1000;0.9;998;313;random
random;1000;0.9;998;330;random
random;1000;0.9;998;325;random
random;1000;0.9;998;341;random
random;1000;0.9;997;335;random
random;1000;0.9;997;342;random
random;1000;0.9;998;330;random
random;1000;0.9;998;326;random
random;1000;0.9;996;342;random
random;1000;0.9;997;317;random
random;1000;0.9;997;348;random
random;1000;0.9;998;355;random
random;1000;0.9;997;661;random
random;1000;0.9;997;330;random
random;1000;0.9;998;350;random
random;1000;0.9;997;310;random
random;1000;0.9;998;309;random
random;1000;1.0;997;315;bfs
random;1000;1.0;998;310;bfs
random;1000;1.0;997;329;bfs
random;1000;1.0;997;674;bfs
random;1000;1.0;997;340;bfs
random;1000;1.0;997;649;bfs
random;1000;1.0;998;339;bfs
random;1000;1.0;998;658;bfs
random;1000;1.0;997;641;bfs
random;1000;1.0;998;323;bfs
random;1000;1.0;997;330;bfs
random;1000;1.0;997;367;bfs
random;1000;1.0;998;339;bfs
random;1000;1.0;997;345;bfs
random;1000;1.0;997;313;bfs
random;1000;1.0;998;671;bfs
random;1000;1.0;997;332;bfs
random;1000;1.0;998;341;bfs
random;1000;1.0;998;326;bfs
random;1000;1.0;998;335;bfs
random;1000;1.0;997;313;bfs
random;1000;1.0;998;312;bfs
random;1000;1.0;997;331;bfs
random;1000;1.0;997;653;bfs
random;1000;1.0;998;343;bfs
random;1000;1.0;997;680;bfs
random;1000;1.0;997;343;bfs
random;1000;1.0;998;337;bfs
random;1000;1.0;997;351;bfs
random;1000;1.0;998;327;bfs
random;1000;1.0;997;335;bfs
random;1000;1.0;998;332;bfs
random;1000;1.0;998;341;bfs
random;1000;1.0;997;649;bfs
random;1000;1.0;998;333;bfs
random;1000;1.0;997;350;bfs
random;1000;1.0;998;360;bfs
random;1000;1.0;997;663;bfs
random;1000;1.0;997;339;bfs
random;1000;1.0;997;323;bfs
random;1000;1.0;997;658;bfs
random;1000;1.0;998;322;bfs
random;1000;1.0;998;687;bfs
random;1000;1.0;997;330;bfs
random;1000;1.0;998;344;bfs
random;1000;1.0;997;324;bfs
random;1000;1.0;997;302;bfs
random;1000;1.0;998;309;bfs
random;1000;1.0;997;329;bfs
random;1000;1.0;998;322;bfs
random;1000;1.0;998;329;bfs
random;1000;1.0;998;328;bfs
random;1000;1.0;998;316;bfs
random;1000;1.0;998;315;bfs
random;1000;1.0;997;674;bfs
random;1000;1.0;997;294;bfs
random;1000;1.0;998;351;bfs
random;1000;1.0;998;653;bfs
random;1000;1.0;998;319;bfs
random;1000;1.0;997;659;bfs
random;1000;1.0;997;338;random
random;1000;1.0;997;343;random
random;1000;1.0;998;664;random
random;1000;1.0;997;326;random
random;1000;1.0;998;287;random
random;1000;1.0;997;319;random
random;1000;1.0;997;342;random
random;1000;1.0;997;338;random
random;1000;1.0;998;689;random
random;1000;1.0;998;348;random
random;1000;1.0;998;357;random
random;1000;1.0;998;660;random
random;1000;1.0;998;653;random
random;1000;1.0;998;307;random
random;1000;1.0;997;316;random
random;1000;1.0;998;343;random
random;1000;1.0;998;340;random
random;1000;1.0;997;335;random
random;1000;1.0;997;644;random
random;1000;1.0;997;327;random
random;1000;1.0;998;639;random
random;1000;1.0;997;332;random
random;1000;1.0;998;343;random
random;1000;1.0;998;310;random
random;1000;1.0;997;331;random
random;1000;1.0;998;329;random
random;1000;1.0;997;340;random
random;1000;1.0;998;318;random
random;1000;1.0;998;665;random
random;1000;1.0;998;306;random
random;1000;1.0;997;316;random
random;1000;1.0;998;677;random
random;1000;1.0;998;325;random
random;1000;1.0;997;344;random
random;1000;1.0;997;331;random
random;1000;1.0;997;345;random
random;1000;1.0;998;313;random
random;1000;1.0;997;319;random
random;1000;1.0;997;665;random
random;1000;1.0;997;348;random
random;1000;1.0;997;330;random
random;1000;1.0;997;319;random
random;1000;1.0;998;338;random
random;1000;1.0;997;667;random
random;1000;1.0;998;370;random
random;1000;1.0;998;329;random
random;1000;1.0;997;649;random
random;1000;1.0;998;341;random
random;1000;1.0;998;338;random
random;1000;1.0;998;374;random
random;1000;1.0;998;657;random
random;1000;1.0;997;332;random
random;1000;1.0;998;326;random
random;1000;1.0;998;340;random
random;1000;1.0;998;325;random
random;1000;1.0;998;681;random
random;1000;1.0;998;666;random
random;1000;1.0;998;331;random
random;1000;1.0;997;345;random
random;1000;1.0;998;304;random
